开发工程师,上海·浦东新区·张江,阿里云,20-21K·13薪,硕士,在校/应届,互联网
操作系统开发工程师（应届）,上海·浦东新区·金桥,华为,20-21K,本科,在校/应届,计算机软件
【留学生招聘】5G协议开发工程师-上海,上海·浦东新区·金桥,华为技术有限公司,19-35K,本科,在校/应届,计算机软件
研发工程师JAVA,上海·浦东新区·世纪公园,阿里云,15-25K·15薪,硕士,在校/应届,互联网
ios开发,上海·浦东新区·张江,兴业数金,12-24K,本科,在校/应届,互联网
软件测试,上海·浦东新区·金桥,华为,20-40K·15薪,硕士,在校/应届,计算机软件
Linux软件开发（偏底层）,上海·杨浦区·中原,沈机智能,14-16K,硕士,在校/应届,仪器仪表/工业自动化
ASIC设计工程师（设计/验证）,上海,奥比中光,16-24K,硕士,在校/应届,智能硬件
嵌入式软件开发,上海·浦东新区·金桥,华为,20-40K·15薪,硕士,在校/应届,计算机软件
嵌入式软件开发,上海,华为技术有限公司,20-30K·16薪,本科,在校/应届,计算机软件
蚂蚁金服22届校招Java实习,上海·浦东新区·陆家嘴,蚂蚁金服,15-30K,本科,在校/应届,互联网
Java,上海·浦东新区·陆家嘴,蚂蚁金服,15-30K,本科,在校/应届,互联网
C++工程师,上海,擎朗智能,11-20K·15薪,本科,在校/应届,智能硬件
算法工程师 校招,上海·长宁区·仙霞,拼多多,20-40K·18薪,本科,在校/应届,移动互联网
运维开发工程师,上海·浦东新区·陆家嘴,蚂蚁金服,10-20K,本科,在校/应届,互联网
C开发工程师（应届）,上海·浦东新区·张江,兴业数金,15-20K,本科,在校/应届,互联网
Linux应用工程师,上海,芯讯通无线科技,8-13K,本科,在校/应届,通信/网络设备
助理软件开发工程师,上海,NIO蔚来,20-25K·15薪,硕士,在校/应届,汽车生产
Java研发工程师,上海,饿了么,19-20K,本科,在校/应届,O2O
项目工程师—校招,上海,上海海鼎,6-11K,本科,在校/应届,计算机软件
测试工程师,上海·杨浦区·东外滩,XTransfer,10-15K·15薪,本科,在校/应届,互联网金融
助理工程师,上海·浦东新区·张江,青藤,5-8K,本科,在校/应届,信息安全
测试工程师,上海·浦东新区·张江,科磊半导体设备技术,13-19K·13薪,硕士,在校/应届,其他行业
后端开发工程师,上海·浦东新区·张江,兴业数金,13-18K,本科,在校/应届,互联网
开放银行JAVA工程师（应届）,上海·浦东新区·张江,兴业数金,14-16K·16薪,本科,在校/应届,互联网
数据开发工程师,上海·浦东新区·曹路,兴业数金,13-18K,本科,在校/应届,互联网
JAVA开发工程师,上海·虹口区·虹口足球场,高顿教育集团,14-18K,本科,在校/应届,在线教育
Java开发工程师,上海·浦东新区·唐镇,兴业数金,15-20K,本科,在校/应届,互联网
技术支持应届生（IT金融行业）,上海·黄浦区·人民广场,杭州时代银通,7-10K·13薪,本科,在校/应届,计算机软件
软件开发&测试工程师,上海·浦东新区·金桥,华为,15-20K·16薪,本科,在校/应届,计算机软件
运维工程师,上海·静安区·火车站,Synology群晖,5-10K·13薪,本科,在校/应届,计算机软件
JAVA助理工程师(J10364),上海,锅圈供应链(总部),5-8K·13薪,本科,在校/应届,新零售
JAVA开发,上海·杨浦区·东外滩,XTransfer,10-15K·15薪,本科,在校/应届,互联网金融
Linux开发工程师（应届研究生、本科生）,上海·浦东新区·张江,上海博达,10-15K·14薪,本科,在校/应届,通信/网络设备
售前售后技术工程师,上海·静安区·火车站,Synology群晖,6-11K·13薪,本科,在校/应届,计算机软件
数据库助理工程师（应届生）,上海·浦东新区·航头,河姆渡,8-13K,本科,在校/应届,移动互联网
系统维护工程师,上海·浦东新区·唐镇,银联数据,10-15K·13薪,本科,在校/应届,数据服务
初级开发工程师,上海·浦东新区·塘桥,兴业数金,10-15K·16薪,本科,在校/应届,互联网
2021校招-IT生产支持工程师,上海·浦东新区·临港,特斯拉 Tesla,8-10K,本科,在校/应届,汽车生产
校招-音视频C++开发工程师,上海·杨浦区·五角场,声网Agora,12-24K·15薪,不限,在校/应届学历,移动互联网
2021校招-桌面支持工程师,上海·浦东新区·临港,特斯拉 Tesla,8-10K,本科,在校/应届,汽车生产
测试&开发工程师,上海·浦东新区·金桥,华为,15-25K·16薪,不限,在校/应届学历,计算机软件
自动驾驶算法工程师,上海·长宁区·古北,苏州智加科技有限...,25-50K,硕士,在校/应届,计算机软件
通用软件开发工程师,上海·浦东新区·金桥,华为,15-30K,本科,在校/应届,计算机软件
通用软件工程师,上海·浦东新区·金桥,华为,15-25K,本科,在校/应届,计算机软件
蚂蚁金服校招-软件开发、算法、测试工程师,上海·浦东新区·陆家嘴,蚂蚁胜信,25-40K·16薪,本科,在校/应届,移动互联网
数据通信工程师,上海·浦东新区·金桥,华为,15-30K·16薪,本科,在校/应届,计算机软件
C++软件开发工程师,上海,思勰投资,15-30K,本科,在校/应届,基金
Java,上海·浦东新区·陆家嘴,蚂蚁金服,15-25K,本科,在校/应届,互联网
Java开发工程师,上海·浦东新区·陆家嘴,蚂蚁金服,15-25K,本科,在校/应届,互联网
Java开发工程师,上海,华为,13-25K,本科,在校/应届,计算机软件
安全研究（二进制方向）（校招）,上海·虹口区·江湾,犀点意象,11-22K,大专,在校/应届,信息安全
中间件java研发工程师,上海·浦东新区·陆家嘴,蚂蚁金服,20-30K·20薪,本科,在校/应届,移动互联网
华为5G通用软件工程师 C++,上海·浦东新区·金桥,华为,20-30K,硕士,在校/应届,计算机软件
数字政务中台Java研发工程师,上海·浦东新区·联洋,阿里巴巴集团,18-25K·13薪,本科,在校/应届,互联网
21年应届校招生-软件工程师,上海·浦东新区·陆家嘴,蚂蚁金服,15-25K·16薪,本科,在校/应届,互联网
软件开发工程师,上海·浦东新区·金桥,华为,15-30K·14薪,本科,在校/应届,计算机软件
软件开发工程师【无线】,上海·浦东新区·金桥,华为,15-30K·14薪,本科,在校/应届,计算机软件
中间件golang研发工程师,上海·浦东新区·陆家嘴,蚂蚁金服,20-30K·20薪,本科,在校/应届,移动互联网
中间件golang研发工程师,上海·浦东新区·陆家嘴,蚂蚁金服,20-30K·20薪,本科,在校/应届,移动互联网
测试开发,上海·浦东新区·世纪公园,支付宝口碑,25-40K,本科,在校/应届,O2O
华为无线网络产品线软件开发工程师(校招),上海,华为,20-30K·14薪,本科,在校/应届,计算机软件
中间件java研发工程师,上海·浦东新区·陆家嘴,蚂蚁金服,20-30K·20薪,本科,在校/应届,移动互联网
中间件研发工程师,上海·浦东新区·陆家嘴,蚂蚁金服,20-30K·20薪,本科,在校/应届,移动互联网
Java开发工程师,上海·普陀区·长征,口碑,20-25K·15薪,本科,在校/应届,O2O
测试开发工程师,上海·普陀区·长征,饿了么,20-24K·16薪,本科,在校/应届,O2O
IoT小程序容器开发,上海·浦东新区·陆家嘴,蚂蚁金服,17-30K·16薪,本科,在校/应届,互联网
算法工程师,上海·长宁区·古北,拼多多,16-32K,不限,在校/应届学历,移动互联网
java研发工程师,上海·浦东新区·联洋,阿里巴巴集团,18-30K·13薪,本科,在校/应届,互联网
智能驾驶系统工程师,上海·徐汇区·漕河泾,经纬恒润,16-21K,硕士,在校/应届,电子/半导体/集成电路
软件开发工程师,上海·浦东新区·陆家嘴,支付宝,20-40K·16薪,不限,在校/应届学历,移动互联网
网络安全工程师,上海·浦东新区·金桥,华为,16-30K,本科,在校/应届,计算机软件
数据开发,上海·杨浦区·五角场,bilibili,15-30K,本科,在校/应届,互联网
芯片预研工程师,上海,华为技术有限公司,20-25K·16薪,本科,在校/应届,计算机软件
嵌入式软件开发,上海·浦东新区·金桥,华为,13-26K,本科,在校/应届,计算机软件
软件测试工程师（应届）,上海,格尔软件,8-12K,本科,在校/应届,信息安全
基础平台开发工程师-校招(J10183),上海·闵行区·华漕,永辉大科技,13-16K·16薪,本科,在校/应届,新零售
通用软件开发工程师,上海,华为,20-30K·14薪,本科,在校/应届,计算机软件
通用软件开发,上海·浦东新区·金桥,华为,20-40K·15薪,硕士,在校/应届,计算机软件
项目实施工程师（2021届校招-上市公司）,上海·闵行区·浦江,泛微网络,7-8K·15薪,本科,在校/应届,计算机软件
应届开发工程师,上海·浦东新区·陆家嘴,蚂蚁金服,15-20K,不限,在校/应届学历,互联网
后端开发工程师,上海,上海展湾信息科技,13-18K·13薪,本科,在校/应届,计算机软件
软件开发工程师,上海·浦东新区·金桥,华为,13-26K,本科,在校/应届,计算机软件
校招-C++开发工程师（音视频SDK研发）,上海·杨浦区·五角场,声网Agora,15-25K·13薪,本科,在校/应届,移动互联网
嵌入式软件开发,上海·浦东新区·金桥,华为,20-35K·14薪,本科,在校/应届,计算机软件
通用软件开发,上海·浦东新区·金桥,华为,20-35K·14薪,本科,在校/应届,计算机软件
机器学习系统工程师,上海,CreditX,15-25K,本科,在校/应届,互联网
软件测试,上海·闵行区·浦江,英方软件,7-10K·13薪,本科,在校/应届,互联网
Java开发工程师,上海·浦东新区·陆家嘴,兴业数金,13-20K·16薪,本科,在校/应届,互联网
2021届研发春季招聘-电子软件类,上海·浦东新区·金桥,上汽通用,10-12K·13薪,本科,在校/应届,汽车生产
运维工程师,上海·闵行区·虹梅路,上海天璨,5-10K,大专,在校/应届,计算机软件
Java,上海·浦东新区·张江,兴业数金,12-15K·17薪,本科,在校/应届,互联网
IT专员,上海,英科环保,8-13K·13薪,本科,在校/应届,环保
桌面运维工程师-实习,上海·杨浦区·五角场,小树信息,3-5K,大专,在校/应届,计算机软件
Build Manager,上海·徐汇区·漕河泾,garena,15-20K·15薪,本科,在校/应届,互联网
开发工程师 (校招),上海,嘉银金科,16-19K,硕士,在校/应届,互联网金融
Java交付工程师-21届校招,上海·浦东新区·张江,邦盛科技,7-9K·13薪,本科,在校/应届,互联网
前端开发工程师,上海·杨浦区·东外滩,XTransfer,10-15K·15薪,本科,在校/应届,互联网金融
软件开发工程师,上海,华为,15-20K·14薪,本科,在校/应届,计算机软件
软件开发工程师,上海,CASCO,12-17K·15薪,硕士,在校/应届,交通/运输
嵌入式软件工程师,上海,华为,16-30K·14薪,本科,在校/应届,计算机软件
测试开发,上海·普陀区·长征,支付宝口碑,15-20K,硕士,在校/应届,O2O
Java开发工程师,上海·宝山区·高境,找油信息科技有限公司,10-15K,本科,在校/应届,互联网
Java开发工程师（可看应届生和实习生）,上海·浦东新区·世博,云简科技,10-15K,本科,在校/应届,互联网
后台开发工程师（2021届应届生）(J22077),上海·长宁区·北新泾,携程集团,20-21K·15薪,本科,在校/应届,互联网
软件开发工程师,上海·浦东新区·金桥,华为,16-30K·14薪,本科,在校/应届,计算机软件
Android软件工程师,上海·静安区·汶水路,格尔软件,12-20K,本科,在校/应届,信息安全
后端研发,上海·闵行区·吴泾,ZStack,12-15K·15薪,本科,在校/应届,计算机软件
软件开发工程师（2021届）,上海·浦东新区·张江,群硕软件,8-10K·13薪,本科,在校/应届,企业服务
自动驾驶产品研发,上海·浦东新区·金桥,华为,20-40K,硕士,在校/应届,计算机软件
Java开发工程师（2021届）,上海·浦东新区·张江,群硕软件,8-10K·13薪,本科,在校/应届,企业服务
后端设计工程师 (校招）,上海·浦东新区·张江,西人马科技,8-13K·14薪,本科,在校/应届,智能硬件
春招Java开发工程师,上海·浦东新区·陆家嘴,积库,8-12K,本科,在校/应届,电子商务
驻场运维开发工程师,上海·浦东新区·曹路,巨杉数据库,8-13K·14薪,本科,在校/应届,数据服务
驱动开发工程师（c/c++）,上海·浦东新区·张江,传音控股,3-4K,本科,在校/应届,移动互联网
Java,上海·浦东新区·唐镇,兴业数金,10-15K·15薪,本科,在校/应届,互联网
java软件工程师,上海·浦东新区·张江,群之脉,6-11K,本科,在校/应届,计算机软件
通讯软件开发（Java）,上海·浦东新区·张江,传音控股,3-4K,本科,在校/应届,移动互联网
Java开发工程师（2021应届）,上海·浦东新区·张江,群硕软件,8-10K·13薪,本科,在校/应届,企业服务
测试开发工程师,上海,北京忆恒创源科技...,10-15K·14薪,本科,在校/应届,智能硬件
测试开发工程师,上海,北京忆恒创源科技...,10-15K·14薪,本科,在校/应届,智能硬件
服务端开发工程师,上海·徐汇区·漕河泾,网易有道,13-26K,不限,在校/应届学历,互联网
测试开发工程师,上海·徐汇区·肇嘉浜路,北京忆恒创源科技...,10-15K·14薪,本科,在校/应届,智能硬件
智驾算法工程师,上海,赛可智能科技,20-30K,硕士,在校/应届,互联网
集群系统测试工程师,上海·徐汇区·漕河泾,焜耀网络科技,10-11K,本科,在校/应届,移动互联网
C语言开发工程师,上海·杨浦区·延吉,飞音时代,9-14K·13薪,本科,在校/应届,通信/网络设备
C/Go开发（信息安全）,上海·宝山区·淞南,创旗,6-10K,本科,在校/应届,信息安全
Java,上海·徐汇区·徐家汇,墨非信息,7-12K,本科,在校/应届,互联网
嵌入式开发工程师,上海·嘉定区·安亭,启迪云控,10-15K,本科,在校/应届,移动互联网
百度App搜索端移动研发工程师（上海）,上海·浦东新区·张江,百度北京公司,18-28K·15薪,本科,在校/应届,互联网
网络运维工程师（应届生/实习）,上海,时代光华,6-8K·13薪,大专,在校/应届,在线教育
【20届校招】软件研发工程师(J11463),上海·闵行区·梅陇,哈啰出行,6-10K,本科,在校/应届,互联网
嵌入式软件开发工程师,上海,ALE,10-15K,硕士,在校/应届,通信/网络设备
算法工程实习生,上海·长宁区·新华路,洪朴信息,4-9K,本科,在校/应届,数据服务
软件工程师（Android）,上海·闵行区·浦江,上海海鼎,8-12K·13薪,本科,在校/应届,计算机软件
软件工程师（C++）,上海·浦东新区·陆家嘴,闪策科技,12-24K,本科,在校/应届,互联网金融
全栈,上海·嘉定区·华亭,上海联影,16-21K·14薪,硕士,在校/应届,医疗设备/器械
BSP开发工程师,上海·浦东新区·张江,西人马科技,8-13K·14薪,本科,在校/应届,智能硬件
技术支持工程师,上海·浦东新区·金桥,正网,5-6K,大专,在校/应届,智能硬件
初级软件技术顾问,上海·虹口区·虹口足球场,SEEBURGER,6-11K,本科,在校/应届,计算机软件
C/C++软件开发工程师,上海,ALE,10-15K,硕士,在校/应届,通信/网络设备
c++,上海,元芒数字,10-15K,本科,在校/应届,移动互联网
视觉算法工程师（苏州/上海）,上海·杨浦区·东外滩,挚途科技,15-30K,硕士,在校/应届,计算机软件
见习Java工程师,上海·静安区·闸北公园,巍运科技,3-6K,本科,在校/应届,计算机软件
python工程师,上海·徐汇区·徐家汇,墨非信息,7-12K,本科,在校/应届,互联网
算法工程师,上海·杨浦区·东外滩,XTransfer,10-15K·15薪,本科,在校/应届,互联网金融
售后技术工程师,上海·静安区·火车站,Synology群晖,2-4K,不限,在校/应届学历,计算机软件
Python工程师,上海,上海喜极互联网,8-13K,本科,在校/应届,互联网
SDK开发工程师（校招）,上海·浦东新区·张江,西人马科技,8-13K·14薪,本科,在校/应届,智能硬件
测试工程师（实习生）,上海,酷芯微电子,3-5K,本科,在校/应届,电子/半导体/集成电路
运维工程师,上海·浦东新区·陆家嘴,日志易,6-9K·14薪,本科,在校/应届,计算机软件
后端开发工程师,上海·徐汇区·徐家汇,上海吉世代网络科...,15-30K,本科,在校/应届,社交网络
数据研发工程师,上海·浦东新区·陆家嘴,蚂蚁金服,10-15K,本科,在校/应届,互联网
大数据开发工程师,上海·浦东新区·联洋,阿里巴巴集团,20-30K·13薪,本科,在校/应届,互联网
嵌入式软件开发工程师,上海·闵行区·老闵行,微务智能,8-13K·15薪,本科,在校/应届,智能硬件
网络安全工程师,上海·虹口区·大柏树,云思科特,5-7K,大专,在校/应届,信息安全
IC 设计验证工程师,上海·浦东新区·康桥,上海国微思尔芯,17-20K·14薪,本科,在校/应届,电子/半导体/集成电路
前端工程师,上海·徐汇区·徐家汇,拓体信息科技,6-10K,本科,在校/应届,互联网
Linux驱动软件开发工程师,上海,追目智能,7-10K,本科,在校/应届,计算机软件
运维工程师（IDC运维方向）,上海·徐汇区·漕河泾,焜耀网络科技,10-12K,本科,在校/应届,移动互联网
校招-硬件开发或测试工程师,上海·徐汇区·漕河泾,捷普,7-11K·13薪,本科,在校/应届,人力资源服务
初级软件工程师,上海·长宁区·北新泾,乐树网络,11-20K,本科,在校/应届,游戏
手游服务器端初级工程师,上海·徐汇区·漕河泾,舟山哥伦布,10-15K,本科,在校/应届,游戏
测试与工具软件工程师,上海·浦东新区·张江,神顶科技,8-13K·15薪,本科,在校/应届,电子/半导体/集成电路
激光雷达算法工程师（苏州/上海）-校招,上海·杨浦区·东外滩,挚途科技,15-30K,硕士,在校/应届,计算机软件
PHP工程师（2021应届生）,上海·浦东新区·张江,群硕软件,8-10K·13薪,本科,在校/应届,企业服务
数据工程师,上海·浦东新区·陆家嘴,稳博投资,20-40K·14薪,本科,在校/应届,投资/融资
后端工程师,上海·闵行区·浦江,鱼漾智能,8-13K,本科,在校/应届,移动互联网
软件研发工程师（2022届应届生）,上海,群硕软件,4-5K,本科,在校/应届,企业服务
C++软件工程师(实习),上海·嘉定区·安亭,采日能源,4-6K,本科,在校/应届,新能源
路径规划算法工程师（苏州/上海）-校招,上海·杨浦区·东外滩,挚途科技,15-30K,硕士,在校/应届,计算机软件
后端开发,上海·闵行区·吴泾,ZStack,10-15K·15薪,硕士,在校/应届,计算机软件
.net开发工程师,上海·浦东新区·张江,群硕软件,8-10K·13薪,本科,在校/应届,企业服务
后端研发工程师（应届&实习）,上海·徐汇区·徐家汇,上海吉世代网络科...,15-30K,本科,在校/应届,社交网络
初级软件开发工程师,上海·长宁区·北新泾,乐树网络,11-20K,本科,在校/应届,游戏
软件测试工程师,上海·闵行区·浦江,壁仞科技,20-40K,本科,在校/应届,电子/半导体/集成电路
行为预测算法工程师（苏州/上海）,上海·杨浦区·东外滩,挚途科技,15-30K,硕士,在校/应届,计算机软件
软件运维工程师,上海·松江区·九亭,砺志,6-9K·15薪,本科,在校/应届,仪器仪表/工业自动化
蚂蚁金服大安全应届校招——JAVA,上海·浦东新区·陆家嘴,支付宝,15-30K·17薪,本科,在校/应届,移动互联网
运维开发实习生（管培生岗）,上海·黄浦区·西藏南路,九州云,4-8K,本科,在校/应届,计算机软件
安全服务工程师,上海·浦东新区·陆家嘴,日志易,6-9K·14薪,本科,在校/应届,计算机软件
FPGA工程师,上海,MicroPhase,10-15K,本科,在校/应届,电子/半导体/集成电路
初级C++服务端程序,上海·嘉定区·南翔,硬壳网络,4-6K·13薪,本科,在校/应届,游戏
助理工程师,上海·浦东新区·张江,青藤云安全,5-7K,本科,在校/应届,互联网
初级软件开发工程师,上海·普陀区·武宁,新前端奕天,10-15K,本科,在校/应届,计算机软件
服务顾问工程师,上海·黄浦区·新天地,DFocus,6-11K,大专,在校/应届,计算机软件
初级嵌入式软件工程师,上海,MicroPhase,9-14K,本科,在校/应届,电子/半导体/集成电路
系统运维,上海·浦东新区·曹路,华龙期货,4-8K,本科,在校/应届,证券/期货
Blockchain（区块链）开发工程师,上海·虹口区·周家嘴路,码以信息科技,10-20K,本科,在校/应届,互联网
C/C++工程师,上海·浦东新区·张江,伴芯科技,25-35K,本科,在校/应届,电子/半导体/集成电路
解决方案技术管培生,上海·闵行区·吴泾,ZStack,10-15K,本科,在校/应届,计算机软件
java开发工程师,上海·浦东新区·世纪公园,菜鸟网络,3-6K,本科,在校/应届,互联网
储备研发工程师,上海·闵行区·颛桥,卡索航空,6-11K,本科,在校/应届,其他行业
PTE,上海·浦东新区·合庆,上海伟测半导体公司,7-8K·13薪,本科,在校/应届,电子商务
C/C++开发工程师（芯片）,上海·浦东新区·张江,哲库,18-20K,硕士,在校/应届,电子/半导体/集成电路
系统工程师,上海·静安区·静安寺,长江期货,8-10K,本科,在校/应届,互联网金融
C++开发工程师,上海·浦东新区·张江,南京集成电路设计...,10-15K,本科,在校/应届,电子/半导体/集成电路
测试工程师,上海·浦东新区·金桥,华为,13-25K,本科,在校/应届,计算机软件
Android驱动工程师,上海·浦东新区·张江,利鉴智能,8-13K·13薪,本科,在校/应届,智能硬件
初级PHP后端开发工程师,上海·松江区·小昆山,正新集团,7-9K·13薪,本科,在校/应届,餐饮
软件工程师（上海）,上海·闵行区·虹桥,伊士格,6-11K·13薪,本科,在校/应届,数据服务
自动驾驶算法工程师,上海·浦东新区·金桥,华为,30-40K·14薪,博士,在校/应届,计算机软件
5G产品研发工程师,上海·浦东新区·金桥,华为,15-30K,本科,在校/应届,计算机软件
算法工程师,上海·长宁区·新华路,洪朴信息,9-14K,硕士,在校/应届,数据服务
PHP开发工程师（2021届）,上海·浦东新区·张江,群硕软件,8-10K·13薪,本科,在校/应届,企业服务
MongoDB技术支持工程师（上海）,上海,锦木,6-10K·14薪,本科,在校/应届,计算机软件
C++开发工程师（校招）,上海·杨浦区·五角场,Oray,12-20K,本科,在校/应届,互联网
综电应用工程师-上海-应届,上海·徐汇区·漕河泾,润科通用,12-18K,硕士,在校/应届,仪器仪表/工业自动化
BSP及软件开发工程师,上海·浦东新区·张江,神顶科技,13-18K·15薪,本科,在校/应届,电子/半导体/集成电路
3A算法工程师,上海·浦东新区·张江,爱芯科技,25-50K·14薪,本科,在校/应届,电子/半导体/集成电路
BSP及软件开发工程师,上海·浦东新区·张江,神顶科技,13-18K·15薪,本科,在校/应届,电子/半导体/集成电路
3A算法工程师,上海·浦东新区·张江,爱芯科技,25-50K·14薪,本科,在校/应届,电子/半导体/集成电路
DevOps 工程师,上海·松江区·九亭,砺志,6-9K·15薪,本科,在校/应届,仪器仪表/工业自动化
软件工程师,上海·浦东新区·周浦,上海万桥,4-9K,不限,在校/应届学历,移动互联网
技术工程师,上海·静安区·曹家渡,恒驰信息,5-6K·13薪,本科,在校/应届,信息安全
嵌入式软件测试工程师,上海,ALE,10-13K·14薪,硕士,在校/应届,通信/网络设备
C＋＋开发,上海·闵行区·浦江,英方软件,10-15K·14薪,本科,在校/应届,互联网
高级技术工程师,上海·静安区·火车站,Synology群晖,2-4K,本科,在校/应届,计算机软件
Linux内核开发工程师,上海·嘉定区·嘉定镇,追目智能,7-12K,本科,在校/应届,计算机软件
.NET开发工程师（2021届）,上海·浦东新区·张江,群硕软件,8-10K·13薪,本科,在校/应届,企业服务
fae现场应用工程师（应届生）,上海·闵行区·吴泾,BITO,5-8K,大专,在校/应届,智能硬件
研发实习生,上海,医学界,6-10K·14薪,本科,在校/应届,互联网
计算机技术员熟悉ubuntu，centos操作系统,上海·闵行区·颛桥,拓兆电子,4-6K,不限,在校/应届学历,计算机硬件
协议栈软件开发工程师,上海·浦东新区·张江,星思半导体,25-45K·13薪,本科,在校/应届,电子/半导体/集成电路
运维售后工程师,上海·浦东新区·陆家嘴,日志易,6-9K,本科,在校/应届,计算机软件
系统安全,上海·浦东新区·曹路,上海黎阳信息,10-13K·13薪,本科,在校/应届,信息安全
Junior System Administrator,上海·黄浦区·城隍庙,邻播网络科技,5-10K,本科,在校/应届,计算机服务
初级全栈开发工程师,上海·闵行区·华漕,涵智博雅,7-12K·13薪,本科,在校/应届,环保
助理生物信息工程师,上海·闵行区·浦江,奥根诊断技术有限公司,5-6K,本科,在校/应届,医疗/护理/卫生
